timestamp,open,high,low,close,volume
2024-03-15 13:55:00,191.2950,191.4200,191.2700,191.2800,19362
2024-03-15 13:50:00,191.2700,191.3900,191.2400,191.3100,19260
2024-03-15 13:45:00,191.2800,191.4200,191.0400,191.2980,34871
2024-03-15 13:40:00,191.6600,191.6600,191.2920,191.2920,33455
2024-03-15 13:35:00,191.7550,191.7550,191.5300,191.6600,20583
2024-03-15 13:30:00,191.7800,191.8990,191.7300,191.7400,17594
2024-03-15 13:25:00,191.8700,191.8800,191.7100,191.7500,14627
2024-03-15 13:20:00,191.6450,191.8100,191.6300,191.8100,13839
2024-03-15 13:15:00,191.6600,191.6700,191.6050,191.6350,18957
2024-03-15 13:10:00,191.7650,191.8300,191.6500,191.6600,21294
2024-03-15 13:05:00,191.6300,191.8100,191.6200,191.7210,19478
2024-03-15 13:00:00,191.6900,191.7600,191.6200,191.6300,18567
2024-03-15 12:55:00,191.7300,191.7800,191.6800,191.7000,18789
2024-03-15 12:50:00,191.7600,191.8100,191.6500,191.7500,25295
2024-03-15 12:45:00,191.7300,191.8400,191.6850,191.7650,24479
2024-03-15 12:40:00,191.8800,191.8800,191.6400,191.7200,27932
2024-03-15 12:35:00,191.7100,191.8000,191.6500,191.8000,21339
2024-03-15 12:30:00,191.7000,191.8800,191.6500,191.7150,25264
2024-03-15 12:25:00,192.0600,192.0600,191.6700,191.6900,22466
2024-03-15 12:20:00,192.0580,192.1400,192.0200,192.0700,19040
2024-03-15 12:15:00,191.9600,192.1200,191.9600,192.0700,17381
2024-03-15 12:10:00,192.1050,192.1050,191.8450,191.9840,24983
2024-03-15 12:05:00,192.2200,192.2200,192.0400,192.1100,19930
2024-03-15 12:00:00,192.2000,192.2800,192.1800,192.2300,18923
2024-03-15 11:55:00,192.1340,192.2900,192.1100,192.2000,27530
2024-03-15 11:50:00,192.0230,192.1900,192.0000,192.1320,25605
2024-03-15 11:45:00,192.3850,192.3900,192.0300,192.0300,27950
2024-03-15 11:40:00,192.3800,192.4800,192.3650,192.3650,28336
2024-03-15 11:35:00,192.3800,192.4800,192.3500,192.3800,22597
2024-03-15 11:30:00,192.4500,192.6000,192.3800,192.3900,15355
2024-03-15 11:25:00,192.4700,192.5700,192.3330,192.4400,32855
2024-03-15 11:20:00,192.3390,192.4600,192.2500,192.4600,11405
2024-03-15 11:15:00,192.3950,192.5180,192.2900,192.2900,11824
2024-03-15 11:10:00,192.3000,192.6900,192.2460,192.3900,17236
2024-03-15 11:05:00,192.7400,192.7500,192.3000,192.3700,20546
2024-03-15 11:00:00,192.6800,192.8400,192.5400,192.7400,27808
2024-03-15 10:55:00,192.8600,193.0260,192.6700,192.6800,27745
2024-03-15 10:50:00,192.7950,193.0500,192.7500,192.9300,22627
2024-03-15 10:45:00,192.5200,192.9500,192.5100,192.8600,20512
